id	filename	md5	size	state
0cc3aca5-c9a1-4519-b2ac-8d3b42b995ee	0cc3aca5-c9a1-4519-b2ac-8d3b42b995ee/295dcea8-4d6f-4cd5-81bc-97210fcc375c.mirnaseq.mirnas.quantification.txt	91893bc781910d6abd9b76854d426367	50213	validated
0d0a9118-6953-453b-b76b-1e1e03052f20	0d0a9118-6953-453b-b76b-1e1e03052f20/9e5ae4f3-b6fe-4037-9e02-83948bb8ab59.mirnaseq.mirnas.quantification.txt	0f936e29bac16887c65fc37f17f53c97	50294	validated
0d558592-8e9a-45af-8393-e1c60861cf60	0d558592-8e9a-45af-8393-e1c60861cf60/bd9c28fd-95fd-4843-ae87-44a166728cd6.mirnaseq.mirnas.quantification.txt	6fa1ae987bb816971db42f4ac67ab450	50179	validated
0df9b430-d4ca-4440-84a9-f7c9e5feacaa	0df9b430-d4ca-4440-84a9-f7c9e5feacaa/380bd4b1-c241-4e37-a0d5-7038085af65e.mirnaseq.mirnas.quantification.txt	67a95b791343047adf2320e83cf4446f	50207	validated
0e73c06b-be32-441a-9204-bdf1518b760d	0e73c06b-be32-441a-9204-bdf1518b760d/5e5753c2-6381-4c0e-a2a1-9f1078baf037.mirnaseq.mirnas.quantification.txt	8247a0a3f0cd22fc94f1120b73f01606	50262	validated
0eca0e65-8aad-4409-8ff3-d4ce156505eb	0eca0e65-8aad-4409-8ff3-d4ce156505eb/471ca297-6b91-4f5e-9506-2ebd79df00ab.mirnaseq.mirnas.quantification.txt	ae3bc6d767a86ca4f688e84e2284cfac	50225	validated
0f02c813-f378-4805-bb29-be6beb7637f8	0f02c813-f378-4805-bb29-be6beb7637f8/e65c79b6-1491-4d3c-9f43-1ab8e902d1dd.mirnaseq.mirnas.quantification.txt	ba643bc71a2e9c147b9c5bc3c81c5296	50083	validated
0f5dacc3-9a42-4c19-a590-c971c1424ba2	0f5dacc3-9a42-4c19-a590-c971c1424ba2/4113353f-d851-4a42-93a2-438c70d2f86c.mirnaseq.mirnas.quantification.txt	d117e81734af15e759a9156b30ca63e0	50499	validated
0ffc379c-70ca-459f-894c-c743c30c177b	0ffc379c-70ca-459f-894c-c743c30c177b/b570af82-0ea8-4223-84e1-a8104850e20c.mirnaseq.mirnas.quantification.txt	bbf6f76b8067c574854e2e3e77370518	50388	validated
103a0901-ab07-4514-818a-3e83d38d6b1b	103a0901-ab07-4514-818a-3e83d38d6b1b/28bf04fa-4e56-4ff4-8ea2-c512810f1a77.mirnaseq.mirnas.quantification.txt	f132baaddcd40ad7702164b59ab16c69	50217	validated
104f16ae-250c-41f4-b43a-e97704ceb7e4	104f16ae-250c-41f4-b43a-e97704ceb7e4/6981bf68-2aa7-4384-8576-b16cfe0ca8bf.mirnaseq.mirnas.quantification.txt	899d16f159e4bd8e8b41faab97ddae28	50164	validated
108bf126-f866-4685-99e6-58bdf444c501	108bf126-f866-4685-99e6-58bdf444c501/8a747d1e-1655-4f42-a7aa-f2a09907dbc0.mirnaseq.mirnas.quantification.txt	e325ff5be1f789eab1633cb02f883fc2	50079	validated
10c6d5a1-7801-434e-ad0c-305d329137eb	10c6d5a1-7801-434e-ad0c-305d329137eb/bbdd9f05-379e-4aad-85a2-b736c272b85b.mirnaseq.mirnas.quantification.txt	9d088839d41ed78c3f646cbd009a1638	50322	validated
1123131f-e451-4810-835c-0da482a7ecfb	1123131f-e451-4810-835c-0da482a7ecfb/6f16e95d-9d5f-4a04-af3b-205771c03b5f.mirnaseq.mirnas.quantification.txt	0dd2ecd5612221838b6a3eb159378b44	50162	validated
1123a92b-8b6d-4532-8943-0c8eeb6d0c7d	1123a92b-8b6d-4532-8943-0c8eeb6d0c7d/13bb6147-9fa5-4508-b7a5-0d4c8948e135.mirnaseq.mirnas.quantification.txt	dddea59ec0dc592ae69361b3afac81ad	50285	validated
116b7eeb-dd97-4912-afdc-49c29f9aac4f	116b7eeb-dd97-4912-afdc-49c29f9aac4f/74df0f4e-5997-4684-8fca-12900c1dd1b1.mirnaseq.mirnas.quantification.txt	1a463e69a65d617e1c449ff9a2473bb5	50231	validated
11781633-3f17-4c07-9a62-a22720467200	11781633-3f17-4c07-9a62-a22720467200/f447fc82-4fee-4d46-bd4e-7eb226590a5f.mirnaseq.mirnas.quantification.txt	2a513390d6791d32137648e742bbfcb1	50289	validated
118564f1-3721-489a-96aa-499eff17329b	118564f1-3721-489a-96aa-499eff17329b/d587712a-5952-41a0-b992-cb399fee5c4d.mirnaseq.mirnas.quantification.txt	9674b082f7d5fadea082a8a7ddf47aa7	50070	validated
11904de8-edb1-4735-89ad-3c307140802f	11904de8-edb1-4735-89ad-3c307140802f/1c084327-6d02-4521-b2be-983f69216f73.mirnaseq.mirnas.quantification.txt	7f78f1fe974cb561c86dac02c57fb578	50445	validated
125f44a7-c3b0-44cd-b321-a1619f9817ed	125f44a7-c3b0-44cd-b321-a1619f9817ed/5f8aed04-e695-4e54-a5ad-805b024c1e5d.mirnaseq.mirnas.quantification.txt	9987f571defb54df57f51e51f83ce50a	50189	validated
12630015-ee59-4b13-8dc0-e1884847007e	12630015-ee59-4b13-8dc0-e1884847007e/db202d2e-036d-425c-a085-1089f43c6e3f.mirnaseq.mirnas.quantification.txt	36f4fbadafd780fd4241bf583d98046a	50378	validated
1294b3db-de7f-4639-804a-4ab57b3b0ca0	1294b3db-de7f-4639-804a-4ab57b3b0ca0/82d02e75-707a-4e78-924f-146c0d4246e1.mirnaseq.mirnas.quantification.txt	5d21a8dd21dffccb1872199ad2c9ffe5	50160	validated
130d5ab4-9e17-4240-b913-6c4587c50456	130d5ab4-9e17-4240-b913-6c4587c50456/227385b8-8873-4e44-bdb1-8cfbb2b1813e.mirnaseq.mirnas.quantification.txt	ead5dd610923e24969c6d99282524045	50229	validated
1381e311-9ebd-4f37-b03d-905b650c8f56	1381e311-9ebd-4f37-b03d-905b650c8f56/8139ade0-bffe-4fc7-a932-84c577192969.mirnaseq.mirnas.quantification.txt	d7bd1649f1d0fc3089cd6a45dd2d4eb0	50229	validated
1390e2f8-dd59-465e-8723-1e94249d479c	1390e2f8-dd59-465e-8723-1e94249d479c/3e3b4fd7-a797-4755-a132-6ad660d677f0.mirnaseq.mirnas.quantification.txt	657c4c515ea4e96bd4d814b0f10e0850	50154	validated
13f2dcb6-33e6-47b7-bd17-c2ad620a8452	13f2dcb6-33e6-47b7-bd17-c2ad620a8452/f86e2451-2b6e-4a9b-a66f-fcc0dbeb425f.mirnaseq.mirnas.quantification.txt	9b303b3a4d5fe36f93f251a5de4f49a7	50198	validated
141beb7e-4c12-48d2-91cf-535865362fa4	141beb7e-4c12-48d2-91cf-535865362fa4/58538750-e9cf-4371-90f2-81e8c539f83e.mirnaseq.mirnas.quantification.txt	feaaba3a366b908c9b195de4bfa2f70c	50057	validated
1550ad99-e6b1-48a0-af69-81676c37eedb	1550ad99-e6b1-48a0-af69-81676c37eedb/36d0ad8c-4d7d-4c9c-9486-7591f15c8fc1.mirnaseq.mirnas.quantification.txt	9cd2debaaa55b16340b91eba2e927a26	50173	validated
156e66e3-d848-4bee-b28d-24b1937ebac0	156e66e3-d848-4bee-b28d-24b1937ebac0/b9bfa4fe-170a-4eb3-b8d6-2383d0b6cb6e.mirnaseq.mirnas.quantification.txt	d1a8992b183d6a3b84bf5645461a3546	50116	validated
15cd34de-b744-43f7-9694-a12112281afd	15cd34de-b744-43f7-9694-a12112281afd/b16f425f-f4cd-4680-8525-901d9a4cf66d.mirnaseq.mirnas.quantification.txt	0a84ce376c90fb7d20288665a446836c	50275	validated
1625446d-343a-495b-8766-e1315a218f93	1625446d-343a-495b-8766-e1315a218f93/1b98191c-cdc9-46dc-949e-3015d9155e7b.mirnaseq.mirnas.quantification.txt	e5fbbbe799a794e018268a86a4f33831	50249	validated
1628e90b-7426-4500-beae-c7989a84e17d	1628e90b-7426-4500-beae-c7989a84e17d/c4cdcf7a-5075-4331-87c1-53d178506cbb.mirnaseq.mirnas.quantification.txt	37f243b58b5235428bff3f632dbbd8ce	50038	validated
163eb0f4-cdb3-4b39-9549-7ef0d587d248	163eb0f4-cdb3-4b39-9549-7ef0d587d248/36f73552-6529-41c4-a640-4ebec4260262.mirnaseq.mirnas.quantification.txt	a094f021aab45ab38dba7b0c78987542	50357	validated
164de13c-c560-42c2-b244-b6a84b7707e0	164de13c-c560-42c2-b244-b6a84b7707e0/ef6fcb42-56f1-4590-a6b5-4bc5d3a67f7e.mirnaseq.mirnas.quantification.txt	54e61da86b4b6eda9ccbf014d7d29107	50145	validated
16502e6f-d7d5-45dd-8436-3d390ea67730	16502e6f-d7d5-45dd-8436-3d390ea67730/3112d2f4-dc7b-4a0b-8a6b-35e214a098fc.mirnaseq.mirnas.quantification.txt	d534a263280b17589c27a1857d0dc976	50179	validated
16b666e2-b601-447f-b5c6-6fe085b61b28	16b666e2-b601-447f-b5c6-6fe085b61b28/2499dc6a-fe05-4d33-96f5-eb9d2588c24a.mirnaseq.mirnas.quantification.txt	e8fd228f38ad9a5a9e2621410beeb153	50218	validated
16f53e1b-e5b2-4d40-a01d-d8d8b15eba92	16f53e1b-e5b2-4d40-a01d-d8d8b15eba92/d2297242-021c-42c4-9d05-d0a8077f0650.mirnaseq.mirnas.quantification.txt	99662f66cac668765c0c8d218f9134c6	50296	validated
170163b3-3eb3-448c-95d9-cbd24a40ccb0	170163b3-3eb3-448c-95d9-cbd24a40ccb0/066a2f1b-77f9-40a8-95e3-ed3e802c09e1.mirnaseq.mirnas.quantification.txt	ab6eb02f52efa8a1fdda0ab559f498e2	50368	validated
1788eca6-070c-45d7-964a-c5e7dd85e31f	1788eca6-070c-45d7-964a-c5e7dd85e31f/80e0caa3-1e67-4947-bf86-d596953d8fef.mirnaseq.mirnas.quantification.txt	3b0aa120596a256f49590d5cb5c98195	50175	validated
17a7f04f-72ae-4d8a-a8f1-fb1e24581d4a	17a7f04f-72ae-4d8a-a8f1-fb1e24581d4a/21ae6853-233c-4eff-a6be-e1471f09a847.mirnaseq.mirnas.quantification.txt	ee8cfba2258560473a4e59dc9aa7e869	50207	validated
17bb87c4-4c14-4c07-b16f-b69d0c6d4259	17bb87c4-4c14-4c07-b16f-b69d0c6d4259/11505a51-69e9-40fd-bba3-4a0d1d06b947.mirnaseq.mirnas.quantification.txt	276cc7203f1c37bc4a0ec90263c0623c	50039	validated
17fc4577-c966-45d7-ad18-f30f258f6a9d	17fc4577-c966-45d7-ad18-f30f258f6a9d/e8bfc267-7599-4e4f-aead-a0655faf42c0.mirnaseq.mirnas.quantification.txt	4bdde854a38997df459d21e7f57d617f	50239	validated
18e23288-b9fe-4e42-a5e7-f67ee1408df9	18e23288-b9fe-4e42-a5e7-f67ee1408df9/763aec32-75ee-45e9-9118-22013873fe32.mirnaseq.mirnas.quantification.txt	4e606016192922276c6a92f1c3ec061e	50173	validated
18fca7b4-5f7c-4c3f-8405-92ef7a61f343	18fca7b4-5f7c-4c3f-8405-92ef7a61f343/5106fcc6-9413-4e38-9f48-d74b27ba65d1.mirnaseq.mirnas.quantification.txt	ac5763e884f6e8406383f3729a384dcd	49540	validated
19ca034b-2de2-4e6a-b6d6-0a083dab1e59	19ca034b-2de2-4e6a-b6d6-0a083dab1e59/118380b7-c26d-4cef-a14f-75d042917cbc.mirnaseq.mirnas.quantification.txt	d779820294432653363ba2032a1aa534	50109	validated
1a41e6e6-aff2-4008-90af-c81dab40cd8c	1a41e6e6-aff2-4008-90af-c81dab40cd8c/4b9897e1-4f54-4257-8b5c-025c4cb9c78a.mirnaseq.mirnas.quantification.txt	7c586001bcec7e6e100e3354539c5c51	50146	validated
1a5b7b28-b325-49ee-8487-3a002bfc078d	1a5b7b28-b325-49ee-8487-3a002bfc078d/4bda73ab-5de0-4ea5-b36b-a86e5ea4db30.mirnaseq.mirnas.quantification.txt	b7b2b597bcb0f6f7704286d2b7e590af	50255	validated
1abf6226-a648-468d-8c7a-74e02b9f2545	1abf6226-a648-468d-8c7a-74e02b9f2545/de31979f-c398-42e5-87ae-a936c90b2412.mirnaseq.mirnas.quantification.txt	f75d1d29510e39a570c26f469a82a517	50297	validated
1b70430a-6e92-43f8-9885-679fb7c2cd82	1b70430a-6e92-43f8-9885-679fb7c2cd82/8dfe9a62-43d4-432a-856a-c96d27a77fa9.mirnaseq.mirnas.quantification.txt	d987eb8351222d893a1e33ea805b4870	50025	validated
1bc930aa-dda3-4737-b14b-b1e8d5741d34	1bc930aa-dda3-4737-b14b-b1e8d5741d34/306f659f-bded-4bbb-92bd-2bafc91dc356.mirnaseq.mirnas.quantification.txt	07410d94d73c375ed73f40de14e19121	50221	validated
1c3df630-52e3-4b0e-a8d6-6102e30a36ea	1c3df630-52e3-4b0e-a8d6-6102e30a36ea/f91943dc-56df-4e2a-83ea-1023dab4f61f.mirnaseq.mirnas.quantification.txt	4de64dc7e58b51717a0ace5673b9bc2a	50085	validated
1c7fbdfc-3d4b-46fc-b301-4873f2d01dff	1c7fbdfc-3d4b-46fc-b301-4873f2d01dff/f9989339-0ec0-4e66-aad9-ce534da3a117.mirnaseq.mirnas.quantification.txt	0a8672373b6158f26f5016454e77051f	50156	validated
1cbcc9bb-bb54-48eb-a8ed-74d69d78a6b0	1cbcc9bb-bb54-48eb-a8ed-74d69d78a6b0/25297ff3-65cc-445f-9657-4ad689c1036e.mirnaseq.mirnas.quantification.txt	1457d1a5434a21c14a3cc68b62afe1da	50342	validated
1cca38ad-841f-4050-8d70-87c3299ba4d6	1cca38ad-841f-4050-8d70-87c3299ba4d6/24add69c-9900-4e83-a4f6-25c29682fa58.mirnaseq.mirnas.quantification.txt	cdbcea042f8f2821d4a6191ab06e2ad9	50331	validated
1d267e77-12a2-4d83-a2cc-f0b5a6ef3175	1d267e77-12a2-4d83-a2cc-f0b5a6ef3175/8134181d-66f9-4349-b6c9-59d6dfd05d80.mirnaseq.mirnas.quantification.txt	2c80b9d76623584b0cdfbbe1e14403c5	50347	validated
1d8d3d63-b316-4ef5-94ac-7f0fc29a45af	1d8d3d63-b316-4ef5-94ac-7f0fc29a45af/e01c18e4-2cdc-42ac-983d-5a1862443ddc.mirnaseq.mirnas.quantification.txt	fefb2e2821c67458df47190a6efde516	50340	validated
1dda261e-ad50-4bb1-8a90-f1c8f3f82593	1dda261e-ad50-4bb1-8a90-f1c8f3f82593/c54a6bce-5bc7-4644-97e9-9ea1d1447516.mirnaseq.mirnas.quantification.txt	813456e96329031d7ad2fa7457fa6289	50310	validated
1e492a33-950e-4626-baae-92716375aa1d	1e492a33-950e-4626-baae-92716375aa1d/9e4f889a-88b6-4383-ba2d-62ab669a6717.mirnaseq.mirnas.quantification.txt	fcb9095f032c98191cc5e217cdf88ca3	50180	validated
1f96f12d-c543-4c36-bf04-51a3ed89cee1	1f96f12d-c543-4c36-bf04-51a3ed89cee1/5f301bcc-11df-43be-bcb9-d45089da1f7d.mirnaseq.mirnas.quantification.txt	3102633ba6588dcb42c68a483483e6d6	50191	validated
1fd57f6f-1e56-4a6b-8b28-0534ff6b27f9	1fd57f6f-1e56-4a6b-8b28-0534ff6b27f9/fbb02975-5f36-4360-bad9-6199ac765370.mirnaseq.mirnas.quantification.txt	0fa370bed67b7586f82cfedc7c697697	50103	validated
21028758-6545-45d2-8efc-98c5952a094d	21028758-6545-45d2-8efc-98c5952a094d/c010315a-2c5a-4a30-944b-07e0bfe4bee7.mirnaseq.mirnas.quantification.txt	07460be24774debd5468ff7a0b3170c5	50216	validated
21079267-bb49-41f3-8db9-9e0b45125cc8	21079267-bb49-41f3-8db9-9e0b45125cc8/3d2a3700-978d-4ec7-89e3-866b46d56302.mirnaseq.mirnas.quantification.txt	3d904f547abd4c4970d04690d2bcaa60	50283	validated
212a3183-9bcc-4a47-903a-a37b9044f58c	212a3183-9bcc-4a47-903a-a37b9044f58c/aafd9429-630d-4552-8ffd-63f3c08fb186.mirnaseq.mirnas.quantification.txt	aa2f5ba379fd6554a7fbc2b662bcf962	50191	validated
220a811a-f213-4008-91b0-a8a05ea6a3e2	220a811a-f213-4008-91b0-a8a05ea6a3e2/6af8b247-52b2-4af9-8b5e-a5735f309bc4.mirnaseq.mirnas.quantification.txt	2b7dc887f8732dbe21a8f7022da13253	50399	validated
221bf375-22e6-4821-bb63-828392ff3222	221bf375-22e6-4821-bb63-828392ff3222/7d576304-a2b2-42e5-b98d-558dbd7bf58a.mirnaseq.mirnas.quantification.txt	1ac3733acee9643565921c7f518ce411	50332	validated
221f3846-fdbf-4069-b34e-73e95eb6fbcb	221f3846-fdbf-4069-b34e-73e95eb6fbcb/759f13c6-716d-4c77-9ad1-d35f4d7a5e9c.mirnaseq.mirnas.quantification.txt	bc62d7dd220276ed2c1e4a96d55c6cce	50124	validated
2235ca54-8e4c-453b-96b5-fcf988516d24	2235ca54-8e4c-453b-96b5-fcf988516d24/1cc204ed-3e52-47ab-af30-8c37163eeeb2.mirnaseq.mirnas.quantification.txt	4f19539c6d9acd8b285613839686bfc9	50110	validated
226f7a10-40c9-4d71-8da9-0906875c673a	226f7a10-40c9-4d71-8da9-0906875c673a/b7a5cdb1-13e6-49b4-b899-5b9d369816d2.mirnaseq.mirnas.quantification.txt	45180ed437ba9273f519f5e948ee99d7	50261	validated
22bb20a5-541b-4e86-a244-5af316176599	22bb20a5-541b-4e86-a244-5af316176599/c3b6e555-39aa-4c1a-8a04-a3d820df9a24.mirnaseq.mirnas.quantification.txt	18c97eb269b3e756afc14ca889afc6fd	50335	validated
232608d2-dde4-4926-819b-ca9d1d2decb5	232608d2-dde4-4926-819b-ca9d1d2decb5/f54a7742-9f89-408f-ae84-ede21658ea2d.mirnaseq.mirnas.quantification.txt	9b4140b1ece472bbf4400a7ab3ccd846	50262	validated
236acd98-090a-40cb-92c6-7fe1e62be9f1	236acd98-090a-40cb-92c6-7fe1e62be9f1/16119539-8191-46bd-8bb0-660404e8bc1e.mirnaseq.mirnas.quantification.txt	4e26c9c0f68e0a8df6160eeeb7e2bdf2	50325	validated
239d7241-d3e7-41f8-acef-511a04e80d2d	239d7241-d3e7-41f8-acef-511a04e80d2d/1a1e3694-c7ba-4e0a-8510-7ab179493dbe.mirnaseq.mirnas.quantification.txt	3b37a4b8bab08299580f29c7ed1081e0	49753	validated
242a7dcd-0121-424b-b030-61b7a44dc47c	242a7dcd-0121-424b-b030-61b7a44dc47c/2a458a38-313b-43af-b2fe-c179bc0d7749.mirnaseq.mirnas.quantification.txt	96ea1d00c48b0eb23b2f7e142db57a62	50198	validated
